term,chunk_id
victory,2608
victory,2636
victory,2659
victory,2717
victory,2724
victory,2732
victory,2735
victory,2740
victory,2742
victory,2743
victory,2745
victory,2755
victory,2756
victory,2766
victory,2768
victory,2769
victory,2937
victory,2939
victory,2941
victory,2947
victory,2948
victory,2961
victory,2966
victory,2967
victory,2974
victory,2980
victory,2983
desire,2
desire,68
desire,99
desire,285
desire,698
desire,700
desire,701
desire,705
desire,726
desire,749
desire,752
desire,767
desire,1591
desire,1644
desire,1648
desire,1845
desire,1987
desire,2041
desire,2183
desire,2274
desire,2351
desire,2526
desire,2736
desire,2813
desire,2837
soldier,2
soldier,99
soldier,142
soldier,143
soldier,409
soldier,582
soldier,647
soldier,726
soldier,1057
soldier,1104
soldier,1287
soldier,1290
soldier,1314
soldier,1404
soldier,1408
soldier,1451
soldier,1473
soldier,1482
soldier,1483
soldier,1651
soldier,1669
soldier,2018
soldier,2228
soldier,2229
soldier,2298
soldier,2302
soldier,2313
soldier,2316
soldier,2392
soldier,2434
soldier,2528
soldier,2551
soldier,2554
soldier,2608
soldier,2654
soldier,2673
soldier,2815
soldier,2905
timing,2
timing,72
timing,91
timing,92
timing,95
timing,97
timing,121
timing,199
timing,200
timing,300
timing,301
timing,464
timing,933
timing,943
timing,989
timing,1009
timing,1057
timing,1249
timing,2231
timing,2303
timing,2305
uses,2
uses,109
uses,123
uses,681
meteorology,2
meteorology,109
meteorology,122
enemy,2
enemy,7
enemy,8
enemy,9
enemy,11
enemy,12
enemy,13
enemy,16
enemy,20
enemy,22
enemy,24
enemy,25
enemy,27
enemy,76
enemy,84
enemy,85
enemy,88
enemy,93
enemy,114
enemy,119
enemy,123
enemy,126
enemy,128
enemy,131
enemy,135
enemy,197
enemy,198
enemy,209
enemy,210
enemy,211
enemy,212
enemy,213
enemy,215
enemy,216
enemy,218
enemy,221
enemy,230
enemy,231
enemy,237
enemy,243
enemy,267
enemy,268
enemy,272
enemy,280
enemy,284
enemy,285
enemy,286
enemy,287
enemy,295
enemy,296
enemy,298
enemy,299
enemy,301
enemy,302
enemy,308
enemy,313
enemy,314
enemy,317
enemy,318
enemy,319
enemy,323
enemy,335
enemy,336
enemy,338
enemy,339
enemy,342
enemy,343
enemy,344
enemy,345
enemy,347
enemy,349
enemy,361
enemy,362
enemy,365
enemy,366
enemy,368
enemy,372
enemy,383
enemy,386
enemy,389
enemy,403
enemy,407
enemy,413
enemy,436
enemy,443
enemy,444
enemy,445
enemy,446
enemy,449
enemy,459
enemy,462
enemy,464
enemy,477
enemy,479
enemy,481
enemy,487
enemy,493
enemy,494
enemy,495
enemy,500
enemy,502
enemy,506
enemy,507
enemy,508
enemy,509
enemy,510
enemy,514
enemy,522
enemy,524
enemy,525
enemy,526
enemy,528
enemy,529
enemy,531
enemy,533
enemy,535
enemy,543
enemy,544
enemy,545
enemy,548
enemy,549
enemy,555
enemy,562
enemy,563
enemy,570
enemy,571
enemy,572
enemy,579
enemy,580
enemy,583
enemy,590
enemy,593
enemy,594
enemy,595
enemy,597
enemy,607
enemy,608
enemy,609
enemy,610
enemy,611
enemy,612
enemy,613
enemy,615
enemy,616
enemy,617
enemy,619
enemy,620
enemy,627
enemy,628
enemy,629
enemy,630
enemy,632
enemy,636
enemy,638
enemy,648
enemy,652
enemy,654
enemy,663
enemy,687
enemy,693
enemy,712
enemy,716
enemy,722
enemy,726
enemy,735
enemy,741
enemy,742
enemy,746
enemy,749
enemy,750
enemy,752
enemy,754
enemy,755
enemy,757
enemy,758
enemy,759
enemy,760
enemy,762
enemy,763
enemy,767
enemy,768
enemy,769
enemy,770
enemy,771
enemy,772
enemy,775
enemy,776
enemy,777
enemy,778
enemy,785
enemy,786
enemy,790
enemy,791
enemy,792
enemy,795
enemy,796
enemy,797
enemy,800
enemy,801
enemy,802
enemy,803
enemy,808
enemy,809
enemy,817
enemy,825
enemy,826
enemy,827
enemy,828
enemy,835
enemy,836
enemy,842
enemy,851
enemy,855
enemy,856
enemy,858
enemy,859
enemy,860
enemy,861
enemy,863
enemy,864
enemy,866
enemy,867
enemy,870
enemy,883
enemy,884
enemy,891
enemy,892
enemy,895
enemy,899
enemy,901
enemy,916
enemy,927
enemy,942
enemy,943
enemy,946
enemy,948
enemy,949
enemy,960
enemy,962
enemy,966
enemy,971
enemy,972
enemy,973
enemy,974
enemy,979
enemy,985
enemy,986
enemy,987
enemy,990
enemy,999
enemy,1001
enemy,1021
enemy,1022
enemy,1023
enemy,1024
enemy,1027
enemy,1031
enemy,1035
enemy,1036
enemy,1037
enemy,1043
enemy,1049
enemy,1051
enemy,1060
enemy,1062
enemy,1066
enemy,1067
enemy,1068
enemy,1069
enemy,1070
enemy,1075
enemy,1082
enemy,1086
enemy,1087
enemy,1088
enemy,1089
enemy,1090
enemy,1095
enemy,1096
enemy,1098
enemy,1099
enemy,1101
enemy,1102
enemy,1103
enemy,1104
enemy,1105
enemy,1106
enemy,1107
enemy,1108
enemy,1109
enemy,1110
enemy,1111
enemy,1113
enemy,1116
enemy,1117
enemy,1119
enemy,1120
enemy,1123
enemy,1128
enemy,1129
enemy,1134
enemy,1135
enemy,1136
enemy,1137
enemy,1140
enemy,1143
enemy,1144
enemy,1146
enemy,1147
enemy,1148
enemy,1151
enemy,1152
enemy,1153
enemy,1154
enemy,1155
enemy,1156
enemy,1157
enemy,1158
enemy,1159
enemy,1163
enemy,1165
enemy,1170
enemy,1171
enemy,1177
enemy,1178
enemy,1180
enemy,1184
enemy,1188
enemy,1189
enemy,1190
enemy,1191
enemy,1192
enemy,1193
enemy,1194
enemy,1195
enemy,1201
enemy,1202
enemy,1203
enemy,1204
enemy,1207
enemy,1209
enemy,1212
enemy,1217
enemy,1218
enemy,1219
enemy,1220
enemy,1222
enemy,1223
enemy,1224
enemy,1225
enemy,1226
enemy,1228
enemy,1229
enemy,1230
enemy,1232
enemy,1234
enemy,1235
enemy,1246
enemy,1247
enemy,1248
enemy,1251
enemy,1253
enemy,1254
enemy,1255
enemy,1258
enemy,1259
enemy,1260
enemy,1261
enemy,1262
enemy,1263
enemy,1265
enemy,1266
enemy,1267
enemy,1269
enemy,1272
enemy,1273
enemy,1276
enemy,1280
enemy,1283
enemy,1290
enemy,1291
enemy,1292
enemy,1295
enemy,1296
enemy,1298
enemy,1299
enemy,1300
enemy,1301
enemy,1303
enemy,1304
enemy,1305
enemy,1306
enemy,1307
enemy,1308
enemy,1309
enemy,1311
enemy,1319
enemy,1320
enemy,1321
enemy,1322
enemy,1324
enemy,1325
enemy,1327
enemy,1328
enemy,1330
enemy,1331
enemy,1332
enemy,1335
enemy,1341
enemy,1344
enemy,1354
enemy,1356
enemy,1357
enemy,1359
enemy,1360
enemy,1361
enemy,1363
enemy,1364
enemy,1377
enemy,1392
enemy,1393
enemy,1394
enemy,1397
enemy,1399
enemy,1400
enemy,1401
enemy,1402
enemy,1403
enemy,1404
enemy,1409
enemy,1411
enemy,1412
enemy,1418
enemy,1419
enemy,1420
enemy,1423
enemy,1424
enemy,1431
enemy,1432
enemy,1433
enemy,1436
enemy,1437
enemy,1443
enemy,1444
enemy,1449
enemy,1450
enemy,1451
enemy,1452
enemy,1453
enemy,1455
enemy,1456
enemy,1457
enemy,1458
enemy,1461
enemy,1462
enemy,1463
enemy,1464
enemy,1468
enemy,1469
enemy,1471
enemy,1472
enemy,1474
enemy,1480
enemy,1483
enemy,1484
enemy,1486
enemy,1489
enemy,1490
enemy,1497
enemy,1498
enemy,1499
enemy,1502
enemy,1507
enemy,1508
enemy,1509
enemy,1512
enemy,1513
enemy,1514
enemy,1521
enemy,1525
enemy,1526
enemy,1527
enemy,1528
enemy,1529
enemy,1530
enemy,1534
enemy,1535
enemy,1536
enemy,1544
enemy,1545
enemy,1547
enemy,1548
enemy,1549
enemy,1550
enemy,1551
enemy,1552
enemy,1554
enemy,1555
enemy,1558
enemy,1559
enemy,1560
enemy,1562
enemy,1563
enemy,1564
enemy,1567
enemy,1571
enemy,1572
enemy,1573
enemy,1592
enemy,1593
enemy,1594
enemy,1595
enemy,1597
enemy,1600
enemy,1602
enemy,1603
enemy,1604
enemy,1605
enemy,1606
enemy,1611
enemy,1613
enemy,1614
enemy,1615
enemy,1616
enemy,1617
enemy,1619
enemy,1621
enemy,1622
enemy,1640
enemy,1642
enemy,1648
enemy,1651
enemy,1652
enemy,1658
enemy,1659
enemy,1661
enemy,1662
enemy,1663
enemy,1666
enemy,1670
enemy,1671
enemy,1690
enemy,1693
enemy,1694
enemy,1695
enemy,1704
enemy,1705
enemy,1706
enemy,1719
enemy,1721
enemy,1722
enemy,1725
enemy,1730
enemy,1743
enemy,1759
enemy,1764
enemy,1765
enemy,1768
enemy,1789
enemy,1790
enemy,1792
enemy,1793
enemy,1795
enemy,1800
enemy,1802
enemy,1804
enemy,1805
enemy,1810
enemy,1812
enemy,1813
enemy,1814
enemy,1815
enemy,1837
enemy,1839
enemy,1844
enemy,1846
enemy,1850
enemy,1864
enemy,1868
enemy,1875
enemy,1876
enemy,1878
enemy,1884
enemy,1886
enemy,1888
enemy,1891
enemy,1893
enemy,1894
enemy,1895
enemy,1896
enemy,1897
enemy,1898
enemy,1901
enemy,1906
enemy,1907
enemy,1909
enemy,1911
enemy,1913
enemy,1914
enemy,1915
enemy,1916
enemy,1917
enemy,1918
enemy,1924
enemy,1929
enemy,1930
enemy,1934
enemy,1937
enemy,1942
enemy,1952
enemy,1957
enemy,1958
enemy,1959
enemy,1960
enemy,1961
enemy,1962
enemy,1964
enemy,1965
enemy,1966
enemy,1967
enemy,1968
enemy,1969
enemy,1970
enemy,1971
enemy,1972
enemy,1973
enemy,1974
enemy,1975
enemy,1978
enemy,1979
enemy,1980
enemy,1981
enemy,1982
enemy,1983
enemy,1985
enemy,1989
enemy,1992
enemy,1994
enemy,1995
enemy,1996
enemy,2006
enemy,2007
enemy,2009
enemy,2010
enemy,2011
enemy,2012
enemy,2013
enemy,2014
enemy,2017
enemy,2018
enemy,2019
enemy,2020
enemy,2023
enemy,2030
enemy,2032
enemy,2033
enemy,2034
enemy,2035
enemy,2037
enemy,2038
enemy,2039
enemy,2040
enemy,2041
enemy,2044
enemy,2045
enemy,2046
enemy,2047
enemy,2048
enemy,2050
enemy,2059
enemy,2106
enemy,2113
enemy,2115
enemy,2119
enemy,2120
enemy,2121
enemy,2122
enemy,2124
enemy,2125
enemy,2127
enemy,2128
enemy,2129
enemy,2132
enemy,2133
enemy,2134
enemy,2135
enemy,2137
enemy,2139
enemy,2141
enemy,2143
enemy,2145
enemy,2146
enemy,2148
enemy,2149
enemy,2150
enemy,2151
enemy,2152
enemy,2153
enemy,2154
enemy,2155
enemy,2160
enemy,2161
enemy,2162
enemy,2163
enemy,2165
enemy,2169
enemy,2170
enemy,2171
enemy,2172
enemy,2174
enemy,2176
enemy,2177
enemy,2178
enemy,2179
enemy,2180
enemy,2181
enemy,2182
enemy,2183
enemy,2190
enemy,2192
enemy,2200
enemy,2201
enemy,2202
enemy,2205
enemy,2218
enemy,2219
enemy,2230
enemy,2232
enemy,2240
enemy,2241
enemy,2269
enemy,2273
enemy,2276
enemy,2277
enemy,2278
enemy,2284
enemy,2295
enemy,2296
enemy,2297
enemy,2298
enemy,2299
enemy,2300
enemy,2301
enemy,2302
enemy,2303
enemy,2305
enemy,2306
enemy,2307
enemy,2308
enemy,2309
enemy,2310
enemy,2313
enemy,2315
enemy,2316
enemy,2318
enemy,2319
enemy,2320
enemy,2322
enemy,2323
enemy,2324
enemy,2330
enemy,2331
enemy,2332
enemy,2334
enemy,2335
enemy,2336
enemy,2338
enemy,2339
enemy,2340
enemy,2350
enemy,2351
enemy,2352
enemy,2353
enemy,2356
enemy,2357
enemy,2358
enemy,2359
enemy,2361
enemy,2368
enemy,2369
enemy,2372
enemy,2373
enemy,2374
enemy,2375
enemy,2376
enemy,2377
enemy,2379
enemy,2380
enemy,2381
enemy,2382
enemy,2383
enemy,2386
enemy,2387
enemy,2389
enemy,2390
enemy,2391
enemy,2392
enemy,2393
enemy,2394
enemy,2395
enemy,2396
enemy,2397
enemy,2398
enemy,2399
enemy,2400
enemy,2401
enemy,2405
enemy,2407
enemy,2408
enemy,2409
enemy,2412
enemy,2413
enemy,2414
enemy,2415
enemy,2416
enemy,2417
enemy,2418
enemy,2419
enemy,2421
enemy,2422
enemy,2429
enemy,2430
enemy,2431
enemy,2432
enemy,2433
enemy,2434
enemy,2435
enemy,2436
enemy,2437
enemy,2438
enemy,2439
enemy,2440
enemy,2441
enemy,2442
enemy,2448
enemy,2449
enemy,2450
enemy,2452
enemy,2453
enemy,2456
enemy,2457
enemy,2461
enemy,2463
enemy,2464
enemy,2467
enemy,2468
enemy,2470
enemy,2482
enemy,2489
enemy,2490
enemy,2496
enemy,2503
enemy,2505
enemy,2510
enemy,2511
enemy,2512
enemy,2517
enemy,2522
enemy,2523
enemy,2526
enemy,2528
enemy,2529
enemy,2531
enemy,2533
enemy,2537
enemy,2538
enemy,2539
enemy,2540
enemy,2541
enemy,2542
enemy,2544
enemy,2546
enemy,2548
enemy,2549
enemy,2550
enemy,2551
enemy,2553
enemy,2555
enemy,2566
enemy,2567
enemy,2568
enemy,2571
enemy,2574
enemy,2587
enemy,2591
enemy,2604
enemy,2608
enemy,2609
enemy,2610
enemy,2612
enemy,2613
enemy,2614
enemy,2615
enemy,2616
enemy,2623
enemy,2625
enemy,2626
enemy,2627
enemy,2628
enemy,2629
enemy,2630
enemy,2632
enemy,2634
enemy,2635
enemy,2636
enemy,2637
enemy,2639
enemy,2640
enemy,2641
enemy,2642
enemy,2650
enemy,2656
enemy,2659
enemy,2661
enemy,2662
enemy,2663
enemy,2664
enemy,2665
enemy,2666
enemy,2670
enemy,2672
enemy,2673
enemy,2674
enemy,2675
enemy,2676
enemy,2677
enemy,2678
enemy,2680
enemy,2681
enemy,2682
enemy,2683
enemy,2684
enemy,2685
enemy,2686
enemy,2688
enemy,2689
enemy,2690
enemy,2694
enemy,2695
enemy,2696
enemy,2697
enemy,2698
enemy,2703
enemy,2704
enemy,2707
enemy,2709
enemy,2710
enemy,2712
enemy,2714
enemy,2716
enemy,2717
enemy,2718
enemy,2722
enemy,2748
enemy,2749
enemy,2751
enemy,2755
enemy,2757
enemy,2768
enemy,2769
enemy,2774
enemy,2784
enemy,2790
enemy,2798
enemy,2801
enemy,2802
enemy,2807
enemy,2808
enemy,2809
enemy,2810
enemy,2811
enemy,2819
enemy,2822
enemy,2824
enemy,2828
enemy,2831
enemy,2832
enemy,2833
enemy,2850
enemy,2855
enemy,2856
enemy,2861
enemy,2863
enemy,2864
enemy,2865
enemy,2872
enemy,2874
enemy,2875
enemy,2878
enemy,2889
enemy,2891
enemy,2904
enemy,2905
enemy,2909
enemy,2910
enemy,2916
enemy,2917
enemy,2918
enemy,2919
enemy,2920
enemy,2933
enemy,2934
enemy,2938
enemy,2939
enemy,2940
enemy,2947
enemy,2949
enemy,2951
enemy,2954
enemy,2960
enemy,2966
enemy,2967
enemy,2968
enemy,2975
enemy,2977
enemy,2979
enemy,2985
enemy,2987
enemy,2994
enemy,3030
terrain,2
terrain,15
terrain,20
terrain,21
terrain,23
terrain,92
terrain,95
terrain,97
terrain,123
terrain,124
terrain,126
terrain,127
terrain,128
terrain,129
terrain,199
terrain,200
terrain,310
terrain,319
terrain,369
terrain,444
terrain,446
terrain,771
terrain,891
terrain,1057
terrain,1098
terrain,1139
terrain,1190
terrain,1211
terrain,1234
terrain,1235
terrain,1244
terrain,1328
terrain,1332
terrain,1333
terrain,1339
terrain,1341
terrain,1373
terrain,1377
terrain,1382
terrain,1383
terrain,1384
terrain,1388
terrain,1406
terrain,1444
terrain,1530
terrain,1532
terrain,1586
terrain,1678
terrain,1679
terrain,1689
terrain,1690
terrain,1693
terrain,1695
terrain,1696
terrain,1698
terrain,1719
terrain,1720
terrain,1721
terrain,1770
terrain,1775
terrain,1878
terrain,1879
terrain,1886
terrain,1892
terrain,1915
terrain,1923
terrain,1930
terrain,1931
terrain,1934
terrain,1940
terrain,1951
terrain,1952
terrain,1953
terrain,1955
terrain,1956
terrain,1957
terrain,1958
terrain,1961
terrain,1962
terrain,1965
terrain,1966
terrain,1977
terrain,2119
terrain,2132
terrain,2134
terrain,2135
terrain,2136
terrain,2140
terrain,2141
terrain,2142
terrain,2145
terrain,2148
terrain,2153
terrain,2155
terrain,2162
terrain,2169
terrain,2172
terrain,2174
terrain,2175
terrain,2177
terrain,2179
terrain,2180
terrain,2181
terrain,2185
terrain,2186
terrain,2191
terrain,2192
terrain,2230
terrain,2231
terrain,2232
terrain,2302
terrain,2303
terrain,2305
terrain,2317
terrain,2320
terrain,2323
terrain,2324
terrain,2330
terrain,2331
terrain,2332
terrain,2333
terrain,2339
terrain,2340
terrain,2341
terrain,2345
terrain,2346
terrain,2350
terrain,2352
terrain,2357
terrain,2364
terrain,2367
terrain,2368
terrain,2371
terrain,2372
terrain,2373
terrain,2375
terrain,2377
terrain,2379
terrain,2382
terrain,2384
terrain,2385
terrain,2386
terrain,2389
terrain,2390
terrain,2391
terrain,2392
terrain,2397
terrain,2410
terrain,2415
terrain,2429
terrain,2465
terrain,2488
terrain,2489
terrain,2528
terrain,2537
terrain,2538
terrain,2539
terrain,2547
terrain,2562
terrain,2563
interests,2
interests,130
interests,138
interests,140
interests,155
interests,360
interests,707
interests,709
interests,711
interests,1377
interests,1378
interests,1380
interests,1518
interests,1520
interests,1699
interests,1749
interests,1798
interests,1841
interests,2072
interests,2097
interests,2233
interests,2234
interests,2235
interests,2237
interests,2238
interests,2240
interests,2242
interests,2243
interests,2825
interests,2886
interests,2909
interests,2989
bulk,2
bulk,165
bulk,166
bulk,385
bulk,627
bulk,1105
bulk,1244
bulk,1564
bulk,1608
bulk,2400
bulk,2832
discipline,2
discipline,70
discipline,71
discipline,72
discipline,73
discipline,76
discipline,88
discipline,94
discipline,95
discipline,96
discipline,147
discipline,165
discipline,166
discipline,195
discipline,200
discipline,202
discipline,385
discipline,387
discipline,396
discipline,399
discipline,401
discipline,494
discipline,495
discipline,496
discipline,818
discipline,877
discipline,880
discipline,882
discipline,883
discipline,884
discipline,885
discipline,887
discipline,890
discipline,901
discipline,911
discipline,914
discipline,1023
discipline,1031
discipline,1255
discipline,1256
discipline,1412
discipline,1451
discipline,1452
discipline,1497
discipline,1822
discipline,2062
discipline,2101
discipline,2102
discipline,2103
discipline,2131
discipline,2192
discipline,2269
discipline,2472
discipline,2555
discipline,2816
discipline,2895
considerations,2
considerations,4
considerations,70
considerations,73
considerations,75
considerations,139
considerations,194
considerations,196
considerations,382
considerations,385
considerations,386
considerations,402
considerations,515
considerations,1255
considerations,1256
considerations,1257
considerations,1389
considerations,1519
considerations,1779
considerations,1780
considerations,1873
considerations,2185
considerations,2958
tour,2
tour,656
battlefield,2
battlefield,15
battlefield,53
battlefield,84
battlefield,126
battlefield,132
battlefield,158
battlefield,194
battlefield,223
battlefield,285
battlefield,336
battlefield,345
battlefield,365
battlefield,389
battlefield,507
battlefield,533
battlefield,598
battlefield,661
battlefield,673
battlefield,729
battlefield,810
battlefield,855
battlefield,917
battlefield,923
battlefield,934
battlefield,942
battlefield,954
battlefield,977
battlefield,978
battlefield,993
battlefield,1067
battlefield,1098
battlefield,1116
battlefield,1165
battlefield,1177
battlefield,1222
battlefield,1258
battlefield,1260
battlefield,1283
battlefield,1298
battlefield,1317
battlefield,1325
battlefield,1341
battlefield,1342
battlefield,1361
battlefield,1429
battlefield,1452
battlefield,1454
battlefield,1507
battlefield,1551
battlefield,1567
battlefield,1608
battlefield,1711
battlefield,1754
battlefield,1828
battlefield,1830
battlefield,1856
battlefield,1885
battlefield,1930
battlefield,1931
battlefield,1933
battlefield,2060
battlefield,2104
battlefield,2145
battlefield,2180
battlefield,2184
battlefield,2199
battlefield,2224
battlefield,2244
battlefield,2320
battlefield,2412
battlefield,2413
battlefield,2458
battlefield,2732
battlefield,2867
battlefield,2906
battlefield,2966
righteousness,2
righteousness,101
righteousness,155
righteousness,206
righteousness,883
righteousness,959
righteousness,2573
righteousness,2814
deception,2
deception,15
deception,206
deception,208
deception,210
deception,212
deception,217
deception,231
deception,238
deception,267
deception,276
deception,371
deception,385
deception,389
deception,391
deception,394
deception,403
deception,653
deception,862
deception,865
deception,866
deception,867
deception,897
deception,949
deception,1048
deception,1388
deception,1389
deception,1391
deception,1392
deception,1398
deception,1665
deception,2452
deception,2797
deception,2808
deception,2828
deception,2863
deception,2864
deception,2951
deception,2984
inability,2
inability,210
inability,737
inability,1506
flaw,2
flaw,210
flaw,215
flaw,748
flaw,749
flaw,1834
flaw,1858
generals,2
generals,8
generals,21
generals,58
generals,71
generals,74
generals,76
generals,84
generals,93
generals,95
generals,119
generals,120
generals,125
generals,138
generals,162
generals,179
generals,185
generals,186
generals,195
generals,197
generals,216
generals,217
generals,222
generals,278
generals,282
generals,302
generals,314
generals,319
generals,342
generals,347
generals,348
generals,367
generals,368
generals,387
generals,389
generals,400
generals,482
generals,499
generals,501
generals,511
generals,518
generals,531
generals,534
generals,547
generals,614
generals,628
generals,634
generals,646
generals,729
generals,730
generals,731
generals,734
generals,739
generals,742
generals,743
generals,749
generals,752
generals,755
generals,776
generals,825
generals,835
generals,836
generals,837
generals,841
generals,850
generals,851
generals,853
generals,854
generals,855
generals,871
generals,1044
generals,1068
generals,1086
generals,1101
generals,1128
generals,1141
generals,1146
generals,1185
generals,1245
generals,1256
generals,1321
generals,1427
generals,1439
generals,1442
generals,1443
generals,1475
generals,1486
generals,1564
generals,1583
generals,1589
generals,1601
generals,1604
generals,1605
generals,1607
generals,1616
generals,1710
generals,1760
generals,1763
generals,1765
generals,1801
generals,1826
generals,1850
generals,1878
generals,1896
generals,1910
generals,1912
generals,2027
generals,2029
generals,2050
generals,2186
generals,2200
generals,2201
generals,2222
generals,2224
generals,2230
generals,2253
generals,2278
generals,2294
generals,2329
generals,2341
generals,2343
generals,2357
generals,2410
generals,2435
generals,2438
generals,2476
generals,2499
generals,2514
generals,2608
generals,2717
generals,2724
generals,2746
generals,2747
generals,2771
generals,2835
generals,2836
generals,2838
generals,2839
generals,2854
generals,2857
generals,2909
generals,2939
battle,2
battle,12
battle,15
battle,18
battle,23
battle,31
battle,51
battle,69
battle,77
battle,84
battle,85
battle,110
battle,115
battle,116
battle,118
battle,126
battle,127
battle,129
battle,131
battle,138
battle,143
battle,154
battle,155
battle,197
battle,209
battle,217
battle,221
battle,222
battle,224
battle,225
battle,233
battle,236
battle,251
battle,252
battle,270
battle,282
battle,286
battle,299
battle,314
battle,316
battle,328
battle,344
battle,345
battle,347
battle,382
battle,383
battle,406
battle,445
battle,461
battle,506
battle,507
battle,508
battle,516
battle,528
battle,531
battle,532
battle,542
battle,543
battle,547
battle,561
battle,583
battle,589
battle,607
battle,609
battle,618
battle,623
battle,624
battle,628
battle,636
battle,651
battle,673
battle,678
battle,727
battle,733
battle,741
battle,758
battle,763
battle,768
battle,773
battle,774
battle,780
battle,818
battle,822
battle,824
battle,829
battle,837
battle,856
battle,867
battle,868
battle,894
battle,901
battle,907
battle,908
battle,910
battle,915
battle,916
battle,917
battle,927
battle,928
battle,930
battle,931
battle,932
battle,933
battle,935
battle,942
battle,943
battle,945
battle,951
battle,953
battle,956
battle,957
battle,959
battle,960
battle,961
battle,963
battle,964
battle,965
battle,966
battle,967
battle,974
battle,975
battle,979
battle,982
battle,983
battle,984
battle,985
battle,989
battle,994
battle,999
battle,1005
battle,1007
battle,1018
battle,1020
battle,1022
battle,1023
battle,1026
battle,1027
battle,1028
battle,1051
battle,1069
battle,1075
battle,1078
battle,1080
battle,1086
battle,1098
battle,1102
battle,1104
battle,1113
battle,1115
battle,1119
battle,1121
battle,1177
battle,1178
battle,1185
