chunk_id,entity_text,label
63,Guo Huaruo,PERSON
63,the People's Liberation Army,ORG
63,PLA,ORG
63,China,GPE
64,the Whampoa Military Academy,ORG
64,Northern Expedition,EVENT
64,1926-1928 CE,DATE
64,Nanjing,GPE
64,the Chinese Academy of Military Science,ORG
65,Sun Tzu's,PERSON
65,The Art of War,WORK_OF_ART
65,Chinese,NORP
65,Song dynasty,DATE
65,Confucian,NORP
65,Zhang Zai,PERSON
65,Sun Tzu's,PERSON
65,Hua Shan,PERSON
65,28 December 2014,DATE
65,The Huayuhua Reading Room,FAC
65,Shanghai,GPE
66,Sun Tzu's,PERSON
66,The Art of War,WORK_OF_ART
66,Sun Tzu's,PERSON
66,The Art of War,WORK_OF_ART
67,Calculations,WORK_OF_ART
67,Chinese,NORP
67,Chinese,NORP
67,The Thirty-Six Stratagems,WORK_OF_ART
67,Sun Tzu's,PERSON
67,The Art of War,WORK_OF_ART
67,The Thirty-Six Stratagems,WORK_OF_ART
68,Sun Tzu's,PERSON
68,The Thirty-Six Stratagems,WORK_OF_ART
68,The Thirty-Six Stratagems,WORK_OF_ART
68,The Art of War,WORK_OF_ART
68,ji,PERSON
69,Sun Tzu,PERSON
69,The Art of War,WORK_OF_ART
69,Sun Tzu,PERSON
70,the Moral Law,LAW
72,Sun Tzu,PERSON
72,ji,PERSON
72,modern-day,DATE
72,Calculations,WORK_OF_ART
73,Du Mu,PERSON
73,The Art of War,WORK_OF_ART
74,Sun Tzu's,PERSON
74,Chinese,NORP
74,Chinese,NORP
74,Zhuge Liang,PERSON
75,Sun Tzu's,PERSON
76,Wei,GPE
76,the Moral Law,LAW
76,Qi,GPE
78,Zhuge Liang's,PERSON
78,Zhuge Liang,PERSON
78,China,GPE
79,Sun Tzu's,PERSON
79,The Art of War,WORK_OF_ART
79,Zhuge Liang,PERSON
79,"5,000 years",DATE
79,Chinese,NORP
79,700 years,DATE
79,Zhuge Liang,PERSON
79,Sun Tzu,PERSON
80,Sun Tzu's,PERSON
80,The Art of War,WORK_OF_ART
80,Sun Tzu's,PERSON
80,Reverent Wariness,WORK_OF_ART
80,Sun Tzu,PERSON
81,State,ORG
82,Sun Tzu,PERSON
83,Sun Tzu,PERSON
83,The Art of War,WORK_OF_ART
83,Sun Tzu,PERSON
83,Confucius,PERSON
83,Confucian,NORP
83,The Doctrine of the Mean,WORK_OF_ART
83,Dao,PERSON
83,The Art of War,WORK_OF_ART
84,Sun Tzu's,PERSON
84,The Art of War,WORK_OF_ART
84,Sun Tzu's,PERSON
84,Wu Zixu,PERSON
84,Sun Tzu,PERSON
85,Sun Tzu,PERSON
85,Sun Tzu's,PERSON
88,Sun Tzu's,PERSON
88,The Five Factors,WORK_OF_ART
88,Sun Tzu's,PERSON
88,The Art of War,WORK_OF_ART
88,today,DATE
89,The Moral Law,LAW
89,The 'Moral Law,LAW
89,Dao,LAW
90,the Moral Law,LAW
90,The Moral Law,LAW
91,Earth,LOC
94,the Moral Law,LAW
94,Dao,WORK_OF_ART
95,Wang Xi,PERSON
95,Dao,PERSON
96,the 'Moral Law,LAW
96,Zhang Yu,PERSON
99,The Moral Law,LAW
99,Dao,LAW
99,Sun Tzu's,PERSON
99,Dao,PERSON
101,Sun Tzu,PERSON
102,Japan,GPE
102,pre-Second World War,EVENT
102,China,GPE
102,Dao,PERSON
102,Japan,GPE
102,Dao,WORK_OF_ART
102,Japanese,NORP
103,Japanese,NORP
103,China,GPE
103,Japanese,NORP
103,1937-1945 CE,DATE
104,the Nationalist Party,ORG
104,the Communist Party,ORG
104,China,GPE
104,Japanese,NORP
104,eight years,DATE
104,Dao,WORK_OF_ART
106,several years,DATE
106,a decade or more,DATE
106,many decades,DATE
106,a century,DATE
106,Dao,WORK_OF_ART
106,Dao,WORK_OF_ART
107,Mao,PERSON
107,Lin Biao,PERSON
108,Sun Tzu,PERSON
109,Propaganda Technique in the World War,WORK_OF_ART
109,the First World War,EVENT
109,American,NORP
109,Harold Lasswell,PERSON
109,Sun Tzu,PERSON
109,Heavenly Timing,WORK_OF_ART
109,Cao Cao,PERSON
109,The Methods of the Sima,WORK_OF_ART
109,Sima Rangju,PERSON
109,winter,DATE
109,summer,DATE
109,Cao Cao,PERSON
110,the Battle of Redcliff,EVENT
110,Zhou Yu,PERSON
110,Sun Quan,PERSON
110,Cao,PERSON
110,Chinese,NORP
110,Yin,PERSON
111,the four seasons,DATE
113,Wu Qi,PERSON
113,Warring States-era,EVENT
113,475-221 BCE,DATE
113,The Wuzi,WORK_OF_ART
115,Jiang,PERSON
115,the Zhou dynasty,DATE
115,Zhou Wu,PERSON
115,Zhou,PERSON
115,the Shang dynasty,DATE
115,Gongtou Mountain,LOC
115,Sishui,GPE
115,that day,DATE
116,Zhou Wu,PERSON
116,Jiang,PERSON
116,Dao,PERSON
118,today,DATE
118,Jiang,PERSON
118,Zhou Wu,PERSON
118,Taisui,PERSON
118,Jiang,PERSON
118,Zhou Wu,PERSON
118,Shang,PERSON
118,Bi Gan,PERSON
118,Qizi,PERSON
118,Fei Lian,PERSON
118,Jiang,PERSON
119,Zhou Wu,PERSON
119,that day,DATE
119,Shang,PERSON
119,Liu Yu,PERSON
119,Guanggu,GPE
119,non-Chinese,NORP
119,Murong,NORP
120,an inauspicious day,DATE
120,The day,DATE
120,Liu Yu,PERSON
121,Liu Yu,PERSON
121,Guanggu,GPE
121,that day,DATE
121,Chinese,NORP
123,Cao Cao,PERSON
123,Sun Tzu,PERSON
123,seasons,DATE
123,The Nine Situations,WORK_OF_ART
123,The Nine Situations,WORK_OF_ART
123,Sun Tzu's,PERSON
123,The Art of War,WORK_OF_ART
124,Zhang Yu,PERSON
125,People's Liberation Army,ORG
125,Su Yu,PERSON
126,Lin Biao,PERSON
126,Su,PERSON
126,Su,PERSON
127,Su Yu,PERSON
127,PLA,ORG
128,1948-1949,DATE
128,Su Yu's,PERSON
128,Su Yu,PERSON
129,Napoleon,PERSON
130,day,DATE
130,Sun Tzu,PERSON
131,Sun Tzu,PERSON
131,Chinese,NORP
131,Sun Tzu,PERSON
132,Du Mu,PERSON
132,Dao,PERSON
132,Shen Baoxu,PERSON
132,the Warring States,DATE
132,475-221 BCE,DATE
134,Gu,PERSON
134,Mei Yaochen,PERSON
134,Wang Xi,PERSON
134,Du Mu,PERSON
134,Qin,PERSON
134,Chinese,NORP
134,China,NORP
135,Qin,PERSON
135,Qin,PERSON
135,Chinese,NORP
135,Qin,PERSON
135,Qin,LOC
136,Qin,PERSON
136,Shang Yang,PERSON
138,The United States Military Academy,ORG
138,West Point,FAC
140,Du Mu,PERSON
141,China,GPE
141,Warring States era,EVENT
141,475-2221 BCE,DATE
141,Wu Qi,PERSON
142,Wu Qi's,PERSON
142,Wu Qi,PERSON
143,Wu,PERSON
143,Du Mu,PERSON
143,Chinese,NORP
147,Du Mu,PERSON
147,Du Mu's,PERSON
148,Sun Tzu,PERSON
148,the King of Wu's,PERSON
148,Sima Rangju,PERSON
148,Zhuang Gu,PERSON
151,Confucian,NORP
153,the waning years,DATE
153,China,GPE
153,Qing dynasty,DATE
153,Zeng Guofan,PERSON
153,every day,DATE
153,Sun Tzu's,PERSON
153,The Art of War,WORK_OF_ART
154,lifetime,DATE
155,decades,DATE
155,Zeng,PERSON
155,Zeng,PERSON
155,Zeng,PERSON
162,the Chinese civil war,EVENT
162,1927-1950 CE,DATE
162,Communist,NORP
162,Nationalist,NORP
162,Communist,NORP
162,Nationalist,NORP
163,the Han dynasty,DATE
163,206 BCE-220 CE,DATE
163,Xiang Yu the Conqueror,PERSON
163,the Han dynasty,DATE
163,Liu Bang,PERSON
164,Zeng Guofan,PERSON
167,Cao Cao,PERSON
168,today,DATE
170,China,GPE
172,China,GPE
172,early 20th century,DATE
172,Zhang Xueliang,PERSON
172,China,GPE
172,Chang Kai-Shek,PERSON
172,Nationalist,NORP
172,Communists,NORP
172,Zhang,PERSON
173,Chiang Kai-Shek,PERSON
175,Chinese,NORP
176,Liu Bei,PERSON
176,Han,NORP
176,Shu,GPE
176,Sichuan Province,GPE
176,Zhuge Liang,PERSON
176,Zhu Yuanzhang,PERSON
176,the Ming dynasty,DATE
176,Liu Bowen,PERSON
176,Liu Bang,PERSON
176,the Han,DATE
176,Xiao He,PERSON
176,Dao,WORK_OF_ART
176,Sun Tzu,PERSON
176,Dao,LAW
176,Dao,LAW
176,Sun Tzu's,PERSON
176,The Art of War,WORK_OF_ART
176,Han Xin,PERSON
176,Qin,PERSON
176,Liu Bang,PERSON
176,Xiang Yu,PERSON
177,Liu Bang,PERSON
177,Han Xin,PERSON
177,Xiang Yu,PERSON
177,Han Xin,PERSON
177,Xiang Yu,PERSON
178,Liu Bang,PERSON
179,Chen Ping,PERSON
180,China,GPE
180,Xiang Yu's,PERSON
180,Xiang Yu,PERSON
180,the River Wu,LOC
180,Liu Bang's,PERSON
180,Lu Matong,PERSON
181,Xiang Yu,PERSON
181,Lu,PERSON
181,Lu Matong,PERSON
181,Xiang Yu,PERSON
181,Xiang Yu's,PERSON
182,Xiang Yu's,PERSON
182,Liu Bang,PERSON
182,Xiang Yu,PERSON
182,Liu Bang,PERSON
182,Dao,PERSON
182,Liu Bang,PERSON
182,Dao,PERSON
182,Xiang Yu's,PERSON
183,Liu Bang,PERSON
183,Qin,PERSON
183,Qin,PERSON
183,Liu Bang's,PERSON
183,Qin,GPE
184,Xiang Yu,PERSON
184,Liu Bang,PERSON
184,Qin,PERSON
184,Xianyang,GPE
184,Qin,PERSON
184,Ziying,PERSON
184,Liu Bang,PERSON
184,Xiang Yu,PERSON
184,Qin,PERSON
184,Qin,PERSON
185,three months,DATE
185,Xiang Yu,PERSON
185,Xiang Yu's,PERSON
185,Xiang Yu,PERSON
185,Qin,PERSON
185,Shaanxi,GPE
185,today,DATE
185,Qin,PERSON
185,Xiang Yu,PERSON
185,Qin,PERSON
185,the Qin Empire,GPE
185,Zhang Han,PERSON
185,Sima Xin,PERSON
185,Dong Yi,PERSON
186,Qin,PERSON
186,Xiang Yu,PERSON
186,Xiang Yu,PERSON
187,Qin,GPE
187,Xiang Yu,PERSON
187,Qin,GPE
187,Liu Bang's,PERSON
187,Hanzhong,GPE
188,Dao,PERSON
188,Xiang Yu,PERSON
188,Liu Bang,PERSON
188,Dao,PERSON
188,Tang,PERSON
188,Shang,PERSON
188,the Shang,DATE
189,Tang,PERSON
189,Tang,PERSON
189,Shang,GPE
189,Tang,PERSON
189,Tang,PERSON
189,Shang,PERSON
189,Tang,PERSON
190,Tang,PERSON
190,Liu Bang,PERSON
190,Xiang Yu,PERSON
190,Dao,WORK_OF_ART
191,Confucian,NORP
191,Confucian,NORP
191,Mencius,PERSON
191,The Way of the King,WORK_OF_ART
192,The Way of the Hegemon,LAW
193,The Way of the King,LAW
193,Tang,PERSON
193,Wen,PERSON
193,Zhou,PERSON
193,China,GPE
193,The Way of the King,WORK_OF_ART
193,Mencius,PERSON
194,Dao,LAW
194,Dao,LAW
199,Russia,GPE
199,Crimea,GPE
199,2014,DATE
200,Russia,GPE
200,America,GPE
200,the European Union,ORG
200,Cao Cao,PERSON
200,Cao Cao,PERSON
202,English,LANGUAGE
202,Mei Yaochen,PERSON
202,Du Mu,PERSON
202,Zhang Yu,PERSON
204,months,DATE
206,The Methods of the Sima,WORK_OF_ART
206,Sun Tzu's,PERSON
206,The Art of War,WORK_OF_ART
206,Wangzi,PERSON
206,Cao Cao,PERSON
206,Li Quan,PERSON
206,Du Mu,PERSON
207,Sun Tzu's,PERSON
208,The Art of War,WORK_OF_ART
209,Sun Tzu,PERSON
209,Du Mu,PERSON
209,Wang Xi,PERSON
209,Formation,WORK_OF_ART
209,Energy,WORK_OF_ART
209,Sun Tzu's,PERSON
212,Sun Tzu,PERSON
214,Sun Tzu's,PERSON
215,Tang dynasty,DATE
215,Questions and Replies,WORK_OF_ART
215,Taizong,PERSON
215,Li,PERSON
215,Wei,GPE
215,Duke Li,PERSON
215,Wei,GPE
215,Tang dynasty,DATE
216,Taizong,PERSON
216,Xuanzong,PERSON
216,An Lushan Rebellion,EVENT
216,Geshu Han,PERSON
216,Tongguan,GPE
216,An Lushan,PERSON
216,Chang'an,GPE
216,Geshu Han,PERSON
216,Xuanzong,PERSON
216,Geshu Han,PERSON
216,An Lushan,PERSON
216,Geshu Han,PERSON
216,Xuanzong,PERSON
216,Empire,ORG
216,Feng Changqing,PERSON
216,Gao Xianzhi,PERSON
216,Geshu Han,PERSON
216,An Lushan,PERSON
217,Tongguan Pass,LOC
217,Xuanzong,PERSON
217,Sichuan,GPE
217,Zhang Yu,PERSON
217,Li Mu,PERSON
217,Xiongnu,NORP
217,Sun Bin,PERSON
217,Pang Juan,PERSON
217,Li Mu,PERSON
217,Zhao,GPE
217,the Warring States period,DATE
217,475-221 BCE,DATE
217,Bai Qi,PERSON
217,Lian Po,PERSON
217,Wang Jian,PERSON
217,Li Mu,PERSON
217,Dai,ORG
217,Yamen,ORG
217,Xiongnu,NORP
217,China,GPE
218,Li Mu,PERSON
219,years,DATE
219,Li Mu,PERSON
219,Xiongnu,NORP
219,Li Mu,PERSON
219,several years,DATE
220,Xiongnu,NORP
220,Li,PERSON
220,the King of Zhao,PERSON
220,Li Mu's,PERSON
220,Xiongnu,NORP
220,The King of Zhao,PERSON
220,Li Mu,PERSON
220,Li Mu,PERSON
220,Zhao,GPE
220,Li,PERSON
220,Li Mu,PERSON
220,those years,DATE
220,Li Mu's,PERSON
220,Xiongnu,NORP
220,Xiongnu,NORP
221,Li Mu,PERSON
221,Li,PERSON
221,Xiongnu,NORP
221,Li Mu,PERSON
221,Xiongnu,NORP
221,Xiongnu,NORP
221,Chanyu,PERSON
221,Xiongnu,NORP
221,Li Mu,PERSON
221,Li,PERSON
221,Xiongnu,NORP
221,Xiongnu,NORP
221,Li Mu,PERSON
221,Chanlan,NORP
221,the Dong Hu,PERSON
221,the Lin Hu,PERSON
221,more than ten years,DATE
221,Xiongnu,NORP
221,Zhao,GPE
222,ten-year,DATE
224,Li Mu,PERSON
224,ten years,DATE
227,Li Mu,PERSON
227,Xiongnu,ORG
227,the King of Zhao,PERSON
228,Zhao,GPE
228,Li Mu,PERSON
228,Li,PERSON
228,Li,PERSON
231,Taizong,PERSON
231,Sun Tzu's,PERSON
231,Li Mu's,PERSON
231,ten years,DATE
232,Gou Jian,PERSON
232,Warring States,GPE
232,Yue,GPE
232,18 years,DATE
232,Fuchai,PERSON
232,Wu,GPE
233,Baideng,GPE
233,the early years,DATE
233,Han,NORP
234,Liu Bang,PERSON
234,Han,NORP
234,206 BCE,DATE
234,Xiongnu,NORP
234,Liu Bang,PERSON
234,Gaozu,PERSON
234,Xiongnu,NORP
234,Xiongnu,NORP
234,Xiongnu,NORP
235,Gaozu,PERSON
235,Lou Jing,PERSON
235,Lou Jing,PERSON
235,Lou Jing,PERSON
235,Xiongnu,NORP
235,Xiongnu,NORP
236,Gaozu,PERSON
236,Lou Jing,PERSON
236,Lou,PERSON
236,Gaozu,PERSON
236,the Baideng plateau,LOC
236,Xiongnu,NORP
236,Xiongnu,NORP
236,Gaozu,PERSON
237,Chinese,NORP
237,Gaozu,PERSON
237,the day,DATE
237,China,GPE
237,Han,NORP
237,seven days,DATE
238,Gaozu,PERSON
238,Chen Ping,PERSON
238,Chen Ping,PERSON
238,Chen,PERSON
238,Xiongyu,NORP
238,The Han Emperor,PERSON
239,Xiongnu,NORP
239,Chen Ping,PERSON
239,Chen,PERSON
239,Xiongnu,NORP
239,Han,NORP
240,Chen Ping's,PERSON
241,Gaozu,PERSON
241,Xiongnu,NORP
241,Gaozu,PERSON
241,the next day,DATE
241,Gaozu,PERSON
242,Gaozu,PERSON
242,Sun Tzu's,PERSON
245,Xiongnus,PERSON
245,Gaozu,PERSON
245,Xiongnus,PERSON
246,Xiongnu,NORP
246,Gaozu,PERSON
246,Xiongnu,NORP
246,Gaozu,PERSON
246,Gaozu,PERSON
247,Lou Jing,PERSON
247,Gaozu,PERSON
247,Xiongnu,ORG
248,Qing dynasty,DATE
248,Zeng Guofan,PERSON
249,Gaozu,PERSON
249,Zeng Guofan,PERSON
250,Gaozu,PERSON
250,Baideng,GPE
250,Lou Jing,PERSON
251,Yuan Shao,PERSON
251,the late Han,DATE
251,the Han,DATE
251,Guandu,GPE
251,Cao Cao,PERSON
251,China,GPE
251,Yuan Shao's,PERSON
251,Tian Feng,PERSON
251,Yuan Shao,PERSON
251,Gaozu,PERSON
251,several hundred years,DATE
251,Tian Feng's,PERSON
251,Yuan Shao,PERSON
251,Tian Feng,PERSON
252,Yuan Shao,PERSON
252,Tian Feng,PERSON
252,Feng Tian,PERSON
253,Yuan Shao,PERSON
253,Tian Feng,PERSON
253,Gaozu,PERSON
253,Yuan Shao,PERSON
253,Gaozu,PERSON
253,Xiongnu,NORP
253,Zeng Guofan,PERSON
254,Zeng,PERSON
255,the Han,DATE
255,Chao Cuo,PERSON
255,Jing,PERSON
255,Chao Cuo,PERSON
255,Jing,PERSON
255,Chao Cuo,PERSON
256,Wu,GPE
256,Jing,PERSON
256,the Ming dynasty,DATE
256,Qi Tai,PERSON
256,Huang Zicheng,PERSON
256,the Jianwen Emperor,PERSON
256,Yan,GPE
256,Qi Tai,PERSON
256,Huang Zicheng,PERSON
256,the King of Yan,PERSON
257,Qing dynasty,DATE
257,Mi Sihan,PERSON
257,the Kangxi Emperor,PERSON
257,Wu Sangui,PERSON
257,the Kangxi Emperor,PERSON
257,Mi Sihan,PERSON
257,Wu Sangui's,PERSON
260,Zeng Guofan's,PERSON
260,the twilight years,DATE
260,Zhaozong,PERSON
260,Li Maozhen,PERSON
260,Du Neng,PERSON
260,Du Neng,PERSON
260,Chao Cuo,PERSON
260,Zhaozong,PERSON
260,Du Neng's,PERSON
260,Du,PERSON
260,Tang,ORG
260,Li Maozhen,PERSON
260,Du Neng,PERSON
260,Du Neng,PERSON
260,Zhaozong,PERSON
260,Zhaozong,PERSON
261,Li Maozhen,PERSON
261,Du Neng,PERSON
261,Du Neng,PERSON
261,Wuzhou,GPE
261,Du Neng,PERSON
261,Chao Cuo,PERSON
261,Qi Tai,PERSON
261,Huang Zicheng,PERSON
261,Zeng Guofan,PERSON
261,Zhaozong,PERSON
261,Du Neng,PERSON
261,Du Neng,PERSON
261,Zeng,PERSON
262,Zeng,PERSON
262,my fighting days,DATE
262,Zeng,PERSON
262,the Tang dynasty,DATE
262,Mo,PERSON
262,Shi Jingtang,PERSON
262,Li Song,PERSON
262,Lu Qi,PERSON
262,Shi Jingtang,PERSON
262,Khitans,NORP
262,non-Chinese,NORP
263,Khitans,NORP
263,Shi Jingtang,PERSON
263,Xue Wenyu,PERSON
263,Xue,PERSON
263,Zhaojun,PERSON
263,Mo,PERSON
263,Li Song,PERSON
263,Lu Qi,PERSON
264,Lu Qi,PERSON
264,Mo,PERSON
264,Lu Qi,PERSON
264,Mo,PERSON
264,Shi Jingtang,PERSON
264,Khitans,NORP
264,Tang,ORG
265,Mo,PERSON
265,Xue Wenyu,PERSON
265,Xue,PERSON
265,Xue,PERSON
266,Mo,PERSON
266,Shi Jingtang,PERSON
266,Zeng Guofan,PERSON
267,Sun Tzu,PERSON
268,Han Xin,PERSON
268,the River Wei,LOC
268,Liu Bang,PERSON
268,Xiang Yu,PERSON
268,Chu,PERSON
268,Han,PERSON
268,the Qin Empire,GPE
268,Liu Bang,PERSON
268,Wei Bao,PERSON
268,Xiang Yu's,PERSON
269,Wei Bao,PERSON
269,Liu Bang,PERSON
269,Xiang Yu,PERSON
269,Liu Bang,PERSON
269,Han Xin,PERSON
269,Wei Bao,PERSON
269,Linjin,GPE
270,Han Xin,PERSON
270,Han Xin,PERSON
270,Wei Bao,PERSON
270,Han Xin,PERSON
270,Han Xin,PERSON
270,Xiayang,GPE
270,Anyi,GPE
270,Wei Bao,PERSON
271,Wei Bao,PERSON
271,Han Xin,PERSON
271,Xiayang,GPE
271,Xiayang,GPE
271,Wei Bao,PERSON
272,Han Xin,PERSON
272,Wu,PERSON
272,Yue,PERSON
272,the final years,DATE
272,Spring and Autumn period,DATE
272,771-476 BCE,DATE
273,Wu,PERSON
273,Yue,PERSON
273,Yue,PERSON
273,Wu,PERSON
273,Wu,PERSON
273,Yue,PERSON
273,Yue,PERSON
274,Wu,PERSON
274,Yue,PERSON
274,Wu,PERSON
274,Wu,PERSON
274,Chinese,LANGUAGE
277,all day,DATE
278,Han Xin,PERSON
278,Han Xin,PERSON
278,Liu Bang,PERSON
278,Han Xin,PERSON
279,Han Xin's,PERSON
279,The Thirty-Six Stratagems,WORK_OF_ART
279,Zeng Guofan,PERSON
279,Han Xin,PERSON
280,Zeng Guofan,PERSON
280,Han Xin's,PERSON
280,Han Xin,PERSON
280,Han Xin,PERSON
280,Zeng Guofan,PERSON
281,Zeng,PERSON
281,Hunan,NORP
282,Zeng,PERSON
282,Sima Qian,PERSON
282,the Han dynasty,DATE
282,Han Xin,PERSON
284,Li Quan,PERSON
284,Li Mu,PERSON
284,Xiongnu,NORP
284,Li Mu's,PERSON
284,ten years,DATE
285,Li Mu's,PERSON
285,every day,DATE
285,Li Mu's,PERSON
286,ten years,DATE
286,A decade,DATE
286,Li Mu,PERSON
286,Li Mu,PERSON
286,Xiongnu,NORP
287,Li Mu,PERSON
287,Xiongnu,NORP
287,Xiongnu,NORP
287,Xiongnu,NORP
287,Li Mu,PERSON
287,Xiongnu,NORP
287,Xiongnu,NORP
287,Li Mu,PERSON
287,Xiongnu,NORP
287,Chanlan,NORP
287,Dong Hu,GPE
287,Lin Hu,GPE
288,the next ten years,DATE
288,Xiongnu,ORG
288,Zhao,PERSON
288,the Warring States period,DATE
